TICKER,PRICE,CUR_RATIO,CUR_RATIO_AV,CUR_RATIO_CMP_TO_AV,PRICE_TO_BOOK,EARNING_GROWTH_YOY,EARNING_GROWTH_AV,EARNING_GROWTH_CMP_TO_AV,ALTMAN_ZSCORE,DIVIDEND_YIELD
NKE, 80.33, 2.505629139072848, 2.35684775922901, 0.14878137984383777, 12.0070597336141, -0.5441037735849057, 0.3561361430206693, -0.900239916605575, 2.8762668717247206, 0.0111
NI, 26.75, 0.5547759879184495, 0.8043503902413289, -0.24957440232287942, -2.823721410441478, -0.6080463273392258, 1.2970752610614507, -1.9051215884006765, 0.31997101952316476, 0.0292
NBL, 23.08, 1.2668200115008625, 1.260509387911391, 0.006310623589471431, -0.8848917387867065, -0.06598984771573604, -1.8216433499581686, 1.7556535022424324, 0.18061570243676264, 0.019
JWN, 47.26, 1.0650653694131955, nan, nan, 7.723351367158941, 0.2344632768361582, 1.2569558101472995, -1.0224925333111412, 2.3915924100304413, 0.0323
NSC, 168.12, 0.8444007858546169, 0.8931013007794028, -0.04870051492478589, 2.658390279173231, 2.239808153477218, 2.7427233045534662, -0.5029151510762482, 0.8267776698676617, 0.0194
NTRS, 90.43, 0.4425264854344326, 3.7042987746103333, -3.2617722891759007, 1.6703024457622182, 0.1612590799031477, 1.2249034760529998, -1.063644396149852, -0.5429846718975, 0.024700000000000003
NOC, 266.91, 2.347307968413496, 1.7551770710472063, 0.5921308973662895, 4.884381386969633, -0.08409090909090909, 0.865492363107537, -0.9495832721984461, 1.4550520206350481, 0.0182
NRG, 40.4, 1.3310220078384083, nan, nan, 7.58099427454266, -0.5747711088504578, -0.1989247311827957, -0.3758463776676621, 0.5824737467574324, 0.0029
NVDA, 155.71, 8.026886383347788, 3.9100322019355396, 4.116854181412249, 8.486614544298895, 0.8289315726290516, 0.635822419945212, 0.19310915268383955, 3.0653459154001657, 0.0042
OXY, 66.35, 1.1175675675675676, 1.260509387911391, -0.14294182034382352, 0.8308730114366759, 2.308383233532934, -1.8216433499581686, 4.1300265834911025, 0.4220098893766798, 0.047400000000000005
OMC, 75.67, 0.934283766521719, 0.9531998135049271, -0.018916046983208146, 5.247062012478703, -0.043715408678912326, 0.9484980268858403, -0.9922134355647526, 0.9048809017529361, 0.0323
OKE, 62.74, 0.6615059600687577, 0.6414208177092636, 0.0200851423594941, 2.9032383156195785, -0.203917912950171, -2.0210655641410415, 1.8171476511908706, 0.9825099427900827, 0.0556
ORCL, 48.84, 3.9574889294087003, nan, nan, 4.0334051523121985, -0.5902517407605785, -0.0750387119169458, -0.5152130288436327, 1.1708852483498247, 0.015600000000000001
PCAR, 62.39, 2.3968176363393927, 1.8713136490337563, 0.5255039873056364, 2.073884006569552, 2.211040828062105, -4.826682975799456, 7.037723803861561, 1.7153904163602691, 0.0209
PKG, 91.68, 2.299867899603699, nan, nan, 3.31263368536159, 0.4870996441281139, 0.8790507093857187, -0.3919510652576048, 1.919072733535109, 0.035
PH, 160.78, 1.590387814415276, 1.757005753757813, -0.16661793934253688, 3.4161438736562992, 0.07874317473095328, 0.9646786498338017, -0.8859354751028484, 1.6028398109827664, 0.0191
PAYX, 69.39, 1.0940384324406114, 2.732413250697459, -1.6383748182568476, 11.51175847664669, 0.14242016395448429, 0.8378191519597188, -0.6953989880052345, 1.2800605650724908, 0.0326
PNR, 40.9, 1.4580623645155912, 1.757005753757813, -0.29894338924222175, 1.5783471608346853, 0.06288751107174491, 0.9646786498338017, -0.9017911387620567, 1.0316091360795647, 0.0178
PEP, 109.68, 1.5133645498000194, 2.193522214948333, -0.6801576651483137, 14.143651472067395, -0.23060040758739614, 0.7004624619709331, -0.9310628695583292, 1.4791445645326977, 0.034
PKI, 85.56, 1.2619123737251579, 2.2538307538356617, -0.9919183801105038, 4.762491134183132, -0.2726674269607707, 1.2168703415351632, -1.489537768495934, 0.6410460020714277, 0.0033
